line_id,order_id,book_id,price
85234,4725,2428,1.60
85235,6772,8300,9.79
85236,8819,2333,11.59
85237,631,2999,12.17
85238,632,2594,6.81
85239,633,37,19.90
85240,4726,10735,16.78
85241,4727,3350,19.76
85242,4728,409,4.40
85243,6773,11003,5.69
85244,6774,5084,8.61
85245,6775,8694,12.31
85246,8820,8153,16.35
85247,8821,9901,19.92
85248,8822,3463,11.35
85249,634,10071,16.44
85250,4729,4388,10.12
85251,6776,3858,4.32
85252,8823,431,10.92
85253,635,6835,8.66
85254,636,3588,6.26
85255,4730,6644,0.93
85256,4731,4919,1.40
85257,6777,276,18.27
85258,6778,5481,14.45
85259,8824,1507,10.18
85260,8825,1550,3.38
85261,637,4759,12.62
85262,638,9705,9.36
85263,4732,8037,4.16
85264,4733,9720,14.86
85265,6779,1066,4.98
85266,6780,10654,0.81
85267,8826,3675,10.59
85268,8827,7312,13.93
85269,639,5701,9.43
85270,640,9133,13.78
85271,641,10938,16.95
85272,642,3221,18.08
85273,4734,7259,10.98
85274,4735,8780,5.95
85275,4736,1339,14.18
85276,4737,2051,15.88
85277,6781,4654,14.17
85278,6782,3203,6.27
85279,6783,7841,11.65
85280,6784,8881,4.87
85281,8828,9153,7.65
85282,8829,4955,1.57
85283,8830,630,0.95
85284,8831,754,3.92
85285,643,8644,5.92
85286,644,1663,17.18
85287,4738,9428,13.18
85288,4739,8391,15.85
85289,6785,7804,2.57
85290,6786,5999,6.19
85291,8832,10351,14.45
85292,8833,9154,18.91
85293,645,2875,9.12
85294,646,5619,3.14
85295,4740,2999,17.53
85296,4741,6397,4.89
85297,6787,5540,15.12
85298,6788,3175,3.19
85299,8834,10464,4.48
85300,8835,3325,16.44
85301,647,2377,12.04
85302,648,4098,0.72
85303,4742,834,5.34
85304,4743,1215,14.91
85305,6789,4440,15.18
85306,6790,6657,14.28
85307,8836,8635,14.75
85308,8837,3995,11.66
85309,649,9316,8.75
85310,4744,7517,1.30
85311,6791,3335,6.06
85312,8838,6844,3.33
85313,650,10989,8.76
85314,651,2541,16.54
85315,4745,5002,15.34
85316,4746,5415,2.64
85317,6792,2223,12.06
85318,6793,4629,5.41
85319,8839,1173,14.30
85320,8840,2879,2.97
85321,652,10756,7.75
85322,4747,417,0.49
85323,6794,128,19.66
85324,8841,9808,9.15
85325,653,7163,16.91
85326,654,3304,18.95
85327,4748,9430,7.88
85328,4749,4774,19.24
85329,6795,5826,14.63
85330,6796,973,4.84
85331,8842,10559,0.36
85332,8843,2695,3.15
85333,655,682,16.67
85334,656,10949,8.38
85335,657,1603,9.25
85336,4750,9797,0.29
85337,4751,4803,2.29
85338,4752,3083,0.84
85339,6797,4209,15.31
85340,6798,7714,3.39
85341,6799,8537,6.56
85342,8844,3754,14.06
85343,8845,5612,8.24
85344,8846,6076,9.89
85345,658,9290,13.81
85346,4753,10560,13.45
85347,6800,5746,11.27
85348,8847,3001,13.14
85349,659,5305,8.24
85350,4754,7011,18.28
85351,6801,7579,13.25
85352,8848,2998,7.18
85353,660,10995,17.26
85354,661,3895,3.23
85355,4755,8424,6.02
85356,4756,2607,5.36
85357,6802,7099,7.71
85358,6803,141,18.14
85359,8849,5536,15.33
85360,8850,3779,7.98
85361,662,10851,13.58
85362,663,5237,6.31
85363,664,1848,17.67
85364,4757,10233,18.95
85365,4758,10888,1.00
85366,4759,3490,8.37
85367,6804,1699,10.14
85368,6805,864,17.33
85369,6806,1113,18.00
85370,8851,2236,6.08
85371,8852,10217,13.56
85372,8853,7081,2.95
85373,665,9207,13.90
85374,4760,11058,17.66
85375,6807,4833,10.44
85376,8854,3428,19.47
85377,666,10504,15.98
85378,667,1820,8.41
85379,4761,6799,15.88
85380,4762,1531,6.11
85381,6808,1269,13.08
85382,6809,10335,13.62
85383,8855,6897,1.10
85384,8856,4640,18.38
85385,668,3827,19.25
85386,4763,8696,0.39
85387,6810,8382,14.16
85388,8857,3105,5.43
85389,669,5802,15.84
85390,670,4403,12.05
85391,671,9177,6.33
85392,4764,1215,11.92
85393,4765,7252,9.42
85394,4766,4452,11.74
85395,6811,8186,18.33
85396,6812,4192,2.66
85397,6813,5964,5.60
85398,8858,8822,2.47
85399,8859,2671,16.58
85400,8860,4732,12.78
85401,672,10234,13.63
85402,4767,7203,3.85
85403,6814,237,10.57
85404,8861,6435,6.12
85405,673,8850,1.17
85406,674,10095,7.20
85407,4768,880,6.29
85408,4769,3745,14.77
85409,6815,7594,3.94
85410,6816,10437,1.97
85411,8862,7558,2.01
85412,8863,5159,0.35
85413,675,7747,8.57
85414,4770,607,19.73
85415,6817,8560,17.73
85416,8864,1400,19.37
85417,676,5189,8.50
85418,677,8093,7.22
85419,4771,6923,0.56
85420,4772,3058,5.78
85421,6818,6916,4.80
85422,6819,3726,19.09
85423,8865,8557,19.61
85424,8866,6640,0.83
85425,678,4635,19.18
85426,679,6056,16.89
85427,4773,6576,8.41
85428,4774,3676,7.79
85429,6820,10654,12.36
85430,6821,2435,4.78
85431,8867,6007,19.63
85432,8868,3200,9.87
85433,680,6740,10.95
85434,4775,10231,19.11
85435,6822,201,4.49
85436,8869,749,13.27
85437,681,1291,11.78
85438,4776,6656,4.46
85439,6823,3575,18.74
85440,8870,8023,15.88
85441,682,8991,13.15
85442,4777,9604,6.86
85443,6824,1403,12.02
85444,8871,6987,6.72
85445,683,8853,19.41
85446,684,5172,8.26
85447,4778,7470,2.34
85448,4779,6350,10.05
85449,6825,8910,9.92
85450,6826,866,18.02
85451,8872,3015,13.04
85452,8873,4977,5.61
85453,685,665,9.16
85454,4780,1222,3.51
85455,6827,6096,4.26
85456,8874,4681,9.30
85457,686,695,18.35
85458,4781,4445,4.90
85459,6828,307,8.05
85460,8875,10334,8.73
85461,687,4421,13.53
85462,4782,2110,18.38
85463,6829,296,7.51
85464,8876,8890,17.35
85465,688,10470,2.04
85466,4783,7644,2.58
85467,6830,6498,10.66
85468,8877,10152,19.27
85469,689,886,10.16
85470,690,3342,19.56
85471,4784,11012,0.27
85472,4785,1106,9.11
85473,6831,10914,10.73
85474,6832,8249,1.93
85475,8878,2869,0.00
85476,8879,2527,2.70
85477,691,11062,11.30
85478,4786,9391,10.48
85479,6833,973,17.31
85480,8880,736,14.67
85481,692,5228,2.96
85482,693,3681,4.19
85483,4787,624,13.02
85484,4788,972,9.67
85485,6834,1731,6.54
85486,6835,1886,17.31
85487,8881,9126,10.07
85488,8882,643,15.56
85489,694,7963,4.89
85490,695,852,12.97
85491,4789,155,2.47
85492,4790,6396,10.08
85493,6836,8864,9.41
85494,6837,10702,7.96
85495,8883,1168,6.61
85496,8884,3751,13.89
85497,696,5124,4.38
85498,697,7949,18.29
85499,698,4767,7.98
85500,4791,7903,7.08
85501,4792,7106,2.63
85502,4793,8248,6.24
85503,6838,3733,14.83
85504,6839,7811,5.70
85505,6840,3542,14.74
85506,8885,8127,8.81
85507,8886,133,14.75
85508,8887,7264,1.02
85509,699,3291,6.52
85510,4794,8267,14.73
85511,6841,5056,1.24
85512,8888,10525,10.88
85513,700,9821,15.62
85514,4795,2851,18.77
85515,6842,10286,16.12
85516,8889,2856,17.31
85517,701,6199,3.79
85518,4796,3061,16.15
85519,6843,2353,12.71
85520,8890,6033,16.10
85521,702,4423,11.46
85522,703,7489,12.92
85523,704,2340,2.28
85524,4797,10442,7.01
85525,4798,10418,12.61
85526,4799,3820,16.50
85527,6844,1063,0.05
85528,6845,8071,12.39
85529,6846,10262,15.04
85530,8891,11052,14.20
85531,8892,6354,14.50
85532,8893,10134,7.58
85533,705,1824,13.64
85534,706,10214,10.88
85535,707,10746,3.94
85536,4800,966,16.87
85537,4801,10653,5.12
85538,4802,4547,5.50
85539,6847,1648,18.32
85540,6848,1503,18.56
85541,6849,2601,7.70
85542,8894,2504,19.39
85543,8895,1910,19.00
85544,8896,2619,6.53
85545,708,10322,13.16
85546,4803,5639,11.20
85547,6850,3112,14.36
85548,8897,8369,12.12
85549,709,8607,0.99
85550,4804,10310,9.69
85551,6851,7148,15.17
85552,8898,9642,1.13
85553,710,7589,4.82
85554,711,1766,1.41
85555,4805,9753,3.42
85556,4806,2500,12.21
85557,6852,4225,1.32
85558,6853,2135,15.21
85559,8899,2536,17.15
85560,8900,6716,8.91
85561,712,4636,14.93
85562,713,5371,3.48
85563,4807,4684,11.67
85564,4808,7279,10.41
85565,6854,7118,12.74
85566,6855,2971,8.46
85567,8901,3506,6.11
85568,8902,6492,19.99
85569,714,2766,4.87
85570,4809,5246,12.54
85571,6856,8023,14.47
85572,8903,5071,2.14
85573,715,1876,10.43
85574,716,1128,18.85
85575,4810,4543,4.28
85576,4811,9401,11.65
85577,6857,4209,2.87
85578,6858,6474,9.58
85579,8904,7227,16.21
85580,8905,1159,1.79
85581,717,1489,8.02
85582,4812,6726,16.37
85583,6859,3116,18.88
85584,8906,9802,11.44
85585,718,2415,7.38
85586,4813,2163,17.29
85587,6860,8225,2.05
85588,8907,3283,3.35
85589,719,10595,5.17
85590,4814,4852,8.09
85591,6861,7948,7.16
85592,8908,7191,3.16
85593,720,9466,15.60
85594,4815,3864,7.93
85595,6862,10476,10.35
85596,8909,8485,5.21
85597,721,170,5.89
85598,722,4746,4.98
85599,723,10756,1.71
85600,4816,5863,7.57
85601,4817,3462,8.41
85602,4818,1874,11.62
85603,6863,4454,5.16
85604,6864,991,13.42
85605,6865,985,8.58
85606,8910,9792,2.25
85607,8911,10270,5.54
85608,8912,6848,4.93
85609,724,4308,3.91
85610,725,9077,9.84
85611,4819,158,11.88
85612,4820,10325,17.14
85613,6866,5582,18.74
85614,6867,2011,1.84
85615,8913,10214,6.27
85616,8914,9062,2.62
85617,726,2354,13.30
85618,4821,7673,9.06
85619,6868,2197,12.55
85620,8915,6070,16.89
85621,727,6526,7.97
85622,728,2593,19.39
85623,4822,1655,16.70
85624,4823,8109,2.78
85625,6869,5650,2.45
85626,6870,981,1.48
85627,8916,1172,6.09
85628,8917,2309,2.46
85629,729,11055,11.96
85630,4824,103,5.05
85631,6871,2603,8.25
85632,8918,4016,11.34
85633,730,8367,1.18
85634,731,435,0.36
85635,732,10840,16.32
85636,733,1751,6.77
85637,4825,2466,1.84
85638,4826,8847,13.99
85639,4827,1239,9.17
85640,4828,10676,8.42
85641,6872,2522,17.41
85642,6873,7475,14.95
85643,6874,8041,7.41
85644,6875,7614,6.20
85645,8919,5522,11.03
85646,8920,3006,13.90
85647,8921,7409,4.87
85648,8922,2448,7.39
85649,734,2088,16.59
85650,4829,6495,8.61
85651,6876,4475,14.37
85652,8923,4303,15.55
85653,735,8098,6.12
85654,4830,3853,16.27
85655,6877,316,14.04
85656,8924,4715,0.26
85657,736,8842,18.68
85658,4831,3171,12.46
85659,6878,2910,8.75
85660,8925,4497,14.15
85661,737,3615,10.03
85662,738,5944,3.31
85663,4832,2502,12.56
85664,4833,5177,8.84
85665,6879,9075,15.02
85666,6880,3429,5.75
85667,8926,5720,14.14
85668,8927,11061,16.97
85669,739,2889,15.06
85670,740,10976,13.46
85671,4834,4507,0.13
85672,4835,9090,1.31
85673,6881,9751,3.70
85674,6882,3306,18.59
85675,8928,8429,19.96
85676,8929,7997,11.97
85677,741,9317,7.81
85678,742,4903,0.63
85679,4836,9306,1.73
85680,4837,10283,7.22
85681,6883,354,1.53
85682,6884,3187,4.06
85683,8930,1730,3.37
85684,8931,4176,7.42
85685,743,8129,10.78
85686,744,5605,18.02
85687,745,11070,5.42
85688,4838,4111,0.69
85689,4839,718,4.38
85690,4840,10027,16.97
85691,6885,6011,3.10
85692,6886,1710,6.07
85693,6887,636,7.50
85694,8932,7818,7.77
85695,8933,9294,0.20
85696,8934,6068,13.92
85697,746,9385,2.59
85698,747,1296,3.89
85699,4841,6921,10.54
85700,4842,8566,5.35
85701,6888,311,6.75
85702,6889,6708,0.04
85703,8935,2242,0.03
85704,8936,4478,0.16
85705,748,9266,2.80
85706,4843,2232,11.67
85707,6890,3506,16.51
85708,8937,2019,8.62
85709,749,6802,15.26
85710,750,10913,12.30
85711,4844,1473,16.34
85712,4845,7653,19.75
85713,6891,9742,8.29
85714,6892,4951,19.64
85715,8938,6390,18.51
85716,8939,10081,15.05
85717,751,505,19.38
85718,752,7878,12.67
85719,4846,483,6.33
85720,4847,5027,6.19
85721,6893,2142,0.68
85722,6894,6587,17.16
85723,8940,5728,19.98
85724,8941,5027,5.22
85725,753,10570,19.33
85726,4848,10941,0.32
85727,6895,1464,12.18
85728,8942,7242,8.53
85729,754,2015,12.51
85730,755,6490,0.81
85731,4849,5028,2.76
85732,4850,3734,5.26
85733,6896,3440,15.12
85734,6897,9493,19.95
85735,8943,4758,2.91
85736,8944,4951,15.76
85737,756,6744,13.31
85738,4851,5671,11.03
85739,6898,2551,9.83
85740,8945,8552,7.38
85741,757,6005,11.82
85742,758,3741,18.15
85743,759,5897,18.54
85744,4852,491,8.80
85745,4853,764,0.45
85746,4854,10088,9.31
85747,6899,6756,12.79
85748,6900,4188,19.26
85749,6901,7642,10.89
85750,8946,7358,13.46
85751,8947,4249,17.80
85752,8948,3386,17.02
85753,760,3824,3.28
85754,4855,8792,9.16
85755,6902,10238,4.52
85756,8949,4110,3.38
85757,761,8195,3.51
85758,4856,7448,16.39
85759,6903,990,19.73
85760,8950,7403,7.34
85761,762,9345,1.95
85762,4857,10780,11.02
85763,6904,9439,11.77
85764,8951,4420,4.42
85765,763,10155,18.01
85766,764,8509,2.43
85767,4858,3501,4.16
85768,4859,1071,17.14
85769,6905,11080,8.17
85770,6906,603,0.91
85771,8952,735,3.86
85772,8953,8539,5.15
85773,765,10971,3.13
85774,4860,9188,13.17
85775,6907,9073,2.03
85776,8954,671,19.95
85777,766,8978,0.83
85778,4861,8756,16.20
85779,6908,7667,0.30
85780,8955,103,0.01
85781,767,10846,17.44
85782,4862,4846,11.23
85783,6909,5587,16.50
85784,8956,6893,12.43
85785,768,2787,7.74
85786,4863,2045,15.16
85787,6910,2648,18.32
85788,8957,9639,11.67
85789,769,3536,16.78
85790,770,2683,13.78
85791,4864,8025,10.78
85792,4865,5918,0.84
85793,6911,6836,18.91
85794,6912,9855,11.82
85795,8958,3314,14.32
85796,8959,7652,5.79
85797,771,4281,1.10
85798,4866,1345,8.79
85799,6913,9281,17.05
85800,8960,8454,4.83
85801,772,10334,18.37
85802,4867,8980,5.59
85803,6914,10855,0.79
85804,8961,3025,4.80
85805,773,4276,4.03
85806,4868,9510,13.37
85807,6915,8669,17.79
85808,8962,1238,17.74
85809,774,1121,16.86
85810,4869,10152,0.66
85811,6916,4767,0.85
85812,8963,10323,10.22
85813,775,8588,6.51
85814,4870,3486,11.78
85815,6917,63,5.22
85816,8964,3204,13.14
85817,776,4675,2.61
85818,4871,4351,11.28
85819,6918,7203,10.88
85820,8965,8670,5.27
85821,777,10893,2.09
85822,4872,6526,12.37
85823,6919,3695,16.10
85824,8966,336,14.70
85825,778,6507,14.37
85826,4873,9335,0.77
85827,6920,7531,5.35
85828,8967,3428,14.74
85829,779,8479,11.97
85830,4874,7855,14.69
85831,6921,6172,11.39
85832,8968,2048,4.23
85833,780,5618,17.80
85834,4875,10411,0.16
85835,6922,2594,2.83
85836,8969,88,12.30
85837,781,582,8.31
85838,4876,10254,7.21
85839,6923,430,2.22
85840,8970,4895,17.32
85841,782,123,9.13
85842,783,2782,17.60
85843,4877,7229,12.17
85844,4878,1047,12.89
85845,6924,10463,15.36
85846,6925,210,15.81
85847,8971,9963,2.11
85848,8972,9372,17.88
85849,784,10506,0.77
85850,785,4000,13.64
85851,4879,3697,12.30
85852,4880,861,10.85
85853,6926,5334,15.39
85854,6927,4571,14.89
85855,8973,5452,4.33
85856,8974,6806,8.19
85857,786,2362,16.66
85858,787,5879,2.85
85859,4881,1425,4.25
85860,4882,7539,15.01
85861,6928,8010,6.96
85862,6929,6450,17.09
85863,8975,5946,2.15
85864,8976,10412,7.11
85865,788,10793,15.67
85866,789,79,13.70
85867,4883,4499,19.33
85868,4884,6884,3.88
85869,6930,1277,19.83
85870,6931,6814,1.76
85871,8977,6701,14.94
85872,8978,10346,8.14
85873,790,2736,0.16
85874,4885,3375,9.84
85875,6932,6122,5.49
85876,8979,8043,15.80
85877,791,8698,10.77
85878,4886,3855,2.34
85879,6933,6077,7.58
85880,8980,2871,3.05
85881,792,10987,9.60
85882,793,4878,15.03
85883,4887,4915,19.09
85884,4888,4970,7.41
85885,6934,5692,8.94
85886,6935,7780,3.11
85887,8981,7573,18.72
85888,8982,7098,7.64
85889,794,11074,16.61
85890,4889,1864,6.91
85891,6936,2502,1.76
85892,8983,8510,11.21
85893,795,5649,17.14
85894,796,8479,4.78
85895,4890,10112,16.54
85896,4891,4538,11.17
85897,6937,6340,3.45
85898,6938,1718,5.08
85899,8984,8970,5.38
85900,8985,10311,16.53
85901,797,3911,5.57
85902,798,3751,17.01
85903,4892,2684,13.09
85904,4893,6106,15.60
85905,6939,2831,18.64
85906,6940,9967,13.66
85907,8986,8104,11.84
85908,8987,8626,2.00
85909,799,1951,11.52
85910,800,3931,0.77
85911,801,1491,11.07
85912,4894,4080,3.44
85913,4895,8467,5.76
85914,4896,1745,18.40
85915,6941,1455,17.86
85916,6942,803,13.64
85917,6943,2153,18.43
85918,8988,297,7.38
85919,8989,8524,14.45
85920,8990,3492,8.04
85921,802,759,2.70
85922,803,5244,19.01
85923,804,3774,16.88
85924,4897,2258,9.65
85925,4898,8931,11.33
85926,4899,4716,8.40
85927,6944,9224,17.69
85928,6945,10414,0.52
85929,6946,3576,10.58
85930,8991,7591,16.46
85931,8992,770,17.52
85932,8993,1934,4.81
85933,805,7570,13.61
85934,806,4021,15.31
85935,807,8261,8.32
85936,4900,9494,0.36
85937,4901,5891,11.87
85938,4902,4221,2.32
85939,6947,4918,17.24
85940,6948,10945,6.64
85941,6949,7905,11.11
85942,8994,7185,11.24
85943,8995,9725,13.66
85944,8996,8831,18.38
85945,808,2374,6.20
85946,4903,10138,12.50
85947,6950,4346,1.57
85948,8997,2449,17.30
85949,809,7406,14.65
85950,4904,7407,2.61
85951,6951,7307,17.82
85952,8998,5398,15.05
85953,810,3417,5.56
85954,811,5213,10.17
85955,812,1521,3.16
85956,4905,4239,8.60
85957,4906,76,14.88
85958,4907,7793,5.39
85959,6952,2737,8.43
85960,6953,4109,11.64
85961,6954,8932,5.34
85962,8999,10317,16.70
85963,9000,4366,9.15
85964,9001,1217,3.50
85965,813,6086,4.19
85966,4908,4538,8.20
85967,6955,9187,17.97
85968,9002,174,7.65
85969,814,9637,3.65
85970,4909,3493,0.44
85971,6956,1885,15.61
85972,9003,4381,12.55
85973,815,10636,17.94
85974,4910,6874,7.95
85975,6957,1494,9.57
85976,9004,11023,10.34
85977,816,6833,10.37
85978,817,8358,3.99
85979,818,8293,2.54
85980,819,4451,12.37
85981,4911,9930,12.13
85982,4912,3945,19.07
85983,4913,7844,13.27
85984,4914,2257,0.47
85985,6958,5670,9.54
85986,6959,9523,16.96
85987,6960,7495,16.46
85988,6961,1063,0.15
85989,9005,8371,14.76
85990,9006,4828,19.09
85991,9007,5254,9.93
85992,9008,736,16.82
85993,820,70,10.17
85994,4915,5827,1.86
85995,6962,9936,3.72
85996,9009,2810,14.07
85997,821,8463,13.84
85998,822,1981,16.28
85999,823,5969,4.80
86000,824,6569,4.64
86001,4916,4322,4.93
86002,4917,742,11.88
86003,4918,8580,1.45
86004,4919,548,0.58
86005,6963,11089,17.93
86006,6964,5473,15.40
86007,6965,4177,11.33
86008,6966,7852,16.58
86009,9010,318,13.11
86010,9011,2137,19.86
86011,9012,4344,19.44
86012,9013,7663,10.55
86013,825,6353,5.45
86014,826,7222,8.56
86015,827,2157,13.69
86016,4920,9353,2.99
86017,4921,2517,13.64
86018,4922,8141,12.24
86019,6967,9629,9.81
86020,6968,9527,16.19
86021,6969,5341,19.42
86022,9014,4607,3.15
86023,9015,6076,5.14
86024,9016,7208,9.34
86025,828,4369,11.23
86026,4923,7009,9.30
86027,6970,4839,15.59
86028,9017,6590,12.46
86029,829,3765,16.46
86030,830,1100,0.51
86031,4924,9255,1.64
86032,4925,10170,6.49
86033,6971,9793,8.54
86034,6972,5512,3.91
86035,9018,5462,17.36
86036,9019,9660,14.72
86037,831,848,3.45
86038,4926,7051,13.02
86039,6973,3947,16.40
86040,9020,392,14.33
86041,832,5296,4.62
86042,833,8082,18.78
86043,4927,5739,15.24
86044,4928,2913,0.47
86045,6974,3702,11.85
86046,6975,10725,0.84
86047,9021,3554,9.41
86048,9022,4379,11.13
86049,834,6704,6.85
86050,4929,10065,9.91
86051,6976,8497,6.64
86052,9023,4095,16.89
86053,835,1323,1.21
86054,836,10526,10.96
86055,4930,10045,17.39
86056,4931,7114,11.76
86057,6977,241,6.89
86058,6978,7315,5.07
86059,9024,3292,14.36
86060,9025,7828,7.26
86061,837,7839,8.67
86062,4932,592,19.32
86063,6979,7454,9.03
86064,9026,2763,17.74
86065,838,7672,15.73
86066,4933,9628,19.32
86067,6980,2600,5.41
86068,9027,7262,9.01
86069,839,3293,2.55
86070,840,8333,7.25
86071,4934,6293,14.81
86072,4935,59,16.11
86073,6981,121,12.77
86074,6982,1767,17.58
86075,9028,10231,19.19
86076,9029,446,6.43
86077,841,5413,9.37
86078,842,9818,0.13
86079,4936,4294,18.20
86080,4937,4354,4.54
86081,6983,10687,2.43
86082,6984,8078,5.31
86083,9030,1661,19.00
86084,9031,3358,13.18
86085,843,4334,19.41
86086,4938,7620,10.24
86087,6985,5616,19.76
86088,9032,4747,3.37
86089,844,6262,6.16
86090,4939,9479,6.71
86091,6986,1351,12.01
86092,9033,7114,7.89
86093,845,604,1.76
86094,4940,3077,2.38
86095,6987,8507,9.33
86096,9034,425,15.84
86097,846,9398,16.95
86098,4941,7830,19.51
86099,6988,8543,18.23
86100,9035,2824,10.69
86101,847,10146,19.10
86102,848,451,6.74
86103,849,6264,16.08
86104,4942,3679,4.82
86105,4943,2387,6.98
86106,4944,1118,9.12
86107,6989,10889,10.50
86108,6990,7659,17.34
86109,6991,3012,15.03
86110,9036,10536,9.58
86111,9037,6170,6.71
86112,9038,150,1.22
86113,850,2942,2.78
86114,4945,10041,1.89
86115,6992,8516,10.86
86116,9039,4661,9.31
86117,851,784,19.12
86118,852,6323,19.47
86119,4946,1814,17.88
86120,4947,10925,4.53
86121,6993,2088,5.17
86122,6994,8113,17.41
86123,9040,1832,4.23
86124,9041,6285,3.78
86125,853,2780,13.65
86126,854,7376,5.34
86127,4948,3857,18.63
86128,4949,6883,5.96
86129,6995,7050,5.49
86130,6996,5240,10.63
86131,9042,2728,12.62
86132,9043,4668,4.09
86133,855,8499,4.11
86134,4950,8193,1.30
86135,6997,1285,7.65
86136,9044,6300,13.67
86137,856,7991,10.82
86138,857,6115,2.51
86139,4951,10879,10.25
86140,4952,7013,12.26
86141,6998,1940,0.65
86142,6999,7127,2.08
86143,9045,6672,13.71
86144,9046,6995,1.73
86145,858,6095,9.57
86146,4953,8327,6.13
86147,7000,3211,10.45
86148,9047,8322,3.43
86149,859,6824,11.04
86150,860,10232,18.84
86151,861,10595,18.69
86152,4954,9076,5.50
86153,4955,10320,16.25
86154,4956,3125,19.32
86155,7001,10996,0.85
86156,7002,2764,2.28
86157,7003,9175,15.62
86158,9048,4789,16.19
86159,9049,8423,7.11
86160,9050,5652,9.45
86161,862,9326,15.47
86162,863,3932,8.92
86163,864,1889,10.21
86164,4957,494,13.79
86165,4958,3503,10.11
86166,4959,6477,7.89
86167,7004,2514,18.93
86168,7005,597,8.58
86169,7006,10961,12.76
86170,9051,2601,5.11
86171,9052,6404,2.23
86172,9053,9249,16.42
86173,865,6810,11.93
86174,866,1633,18.88
86175,4960,3118,11.37
86176,4961,29,6.14
86177,7007,5858,14.24
86178,7008,10905,15.29
86179,9054,9822,2.39
86180,9055,10569,7.81
86181,867,1146,6.86
86182,4962,4531,0.12
86183,7009,9004,0.55
86184,9056,7890,9.27
86185,868,2112,11.18
86186,4963,2502,8.95
86187,7010,6274,9.52
86188,9057,7665,0.32
86189,869,140,0.31
86190,870,433,2.97
86191,871,6972,13.73
86192,4964,6163,14.18
86193,4965,9838,5.86
86194,4966,9045,3.70
86195,7011,5424,17.63
86196,7012,10527,1.70
86197,7013,6532,13.60
86198,9058,7106,3.06
86199,9059,9454,15.78
86200,9060,4402,12.23
86201,872,9683,10.33
86202,4967,10824,6.27
86203,7014,7239,6.23
86204,9061,6733,1.83
86205,873,7138,18.66
86206,4968,8252,18.16
86207,7015,3520,17.14
86208,9062,3732,2.12
86209,874,5842,6.12
86210,4969,10637,17.22
86211,7016,4873,12.13
86212,9063,7985,15.38
86213,875,7711,3.14
86214,876,7872,1.31
86215,877,2276,16.53
86216,4970,5774,2.30
86217,4971,208,14.96
86218,4972,7607,3.49
86219,7017,9145,11.71
86220,7018,5133,11.01
86221,7019,4090,3.74
86222,9064,9258,11.98
86223,9065,5564,14.05
86224,9066,143,19.12
86225,878,8264,16.90
86226,4973,11083,8.91
86227,7020,2667,17.24
86228,9067,6567,7.30
86229,879,610,3.58
86230,4974,8126,2.29
86231,7021,4252,11.34
86232,9068,7653,14.77
86233,880,6993,18.54
86234,881,8349,19.41
86235,4975,6680,1.81
86236,4976,7259,19.80
86237,7022,11043,19.85
86238,7023,10960,18.94
86239,9069,8694,1.30
86240,9070,10913,14.17
86241,882,6694,17.63
86242,4977,6706,7.38
86243,7024,410,1.54
86244,9071,3055,2.84
86245,883,9856,0.06
86246,4978,3981,15.59
86247,7025,9185,15.76
86248,9072,5164,19.12
86249,884,4322,1.47
86250,4979,2250,15.81
86251,7026,3856,7.22
86252,9073,8507,14.80
86253,885,4527,16.28
86254,886,9442,16.03
86255,4980,5134,18.05
86256,4981,1437,18.75
86257,7027,3346,13.81
86258,7028,6124,13.61
86259,9074,8353,14.25
86260,9075,3448,8.24
86261,887,1452,8.32
86262,4982,7675,4.00
86263,7029,10361,1.10
86264,9076,5374,4.98
86265,888,8854,4.64
86266,889,8594,3.32
86267,4983,5698,1.26
86268,4984,8667,14.10
86269,7030,2108,16.63
86270,7031,6561,9.06
86271,9077,5532,2.52
86272,9078,1540,6.28
86273,890,1721,16.62
86274,891,7705,19.37
86275,4985,8512,18.39
86276,4986,3359,15.02
86277,7032,9456,19.91
86278,7033,4778,3.19
86279,9079,5680,1.46
86280,9080,9271,18.94
86281,892,2624,6.76
86282,893,10931,17.95
86283,4987,6029,0.31
86284,4988,5033,4.30
86285,7034,7989,18.90
86286,7035,6352,0.39
86287,9081,4273,17.24
86288,9082,1754,4.05
86289,894,6000,1.77
86290,895,9187,17.25
86291,4989,9289,11.74
86292,4990,4792,7.84
86293,7036,7435,3.30
86294,7037,9126,12.12
86295,9083,6330,0.53
86296,9084,4745,1.05
86297,896,10931,15.10
86298,4991,9204,17.42
86299,7038,9733,15.19
86300,9085,1943,11.88
86301,897,4955,8.89
86302,898,9881,2.11
86303,4992,9616,0.08
86304,4993,4748,2.44
86305,7039,3665,5.62
86306,7040,4649,4.91
86307,9086,10834,2.64
86308,9087,8231,6.04
86309,899,3230,10.92
86310,4994,9552,13.09
86311,7041,7768,10.53
86312,9088,5984,2.19
86313,900,10397,6.86
86314,901,10155,10.67
86315,4995,10344,0.95
86316,4996,5004,2.11
86317,7042,1973,11.41
86318,7043,3580,17.93
86319,9089,5749,17.88
86320,902,10248,18.45
86321,4997,9445,9.54
86322,7044,9335,15.27
86323,903,3338,4.20
86324,904,1663,2.35
86325,4998,1549,6.87
86326,4999,3338,9.39
86327,7045,4973,16.53
86328,7046,8806,9.55
86329,905,151,12.70
86330,5000,1502,15.39
86331,7047,4924,18.08
86332,906,2151,5.07
86333,5001,7666,13.67
86334,7048,3903,14.06
86335,907,5158,4.16
86336,908,7226,12.46
86337,5002,1847,19.23
